No.;Kode;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /;Kelompok;Sumber
;Baru;⇲;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium;Fosfor;Besi;Natrium;Kalium;Tembaga;Seng;Retinol;β-karoten;Karoten;Thiamin;Riboflavin;Niasin;Vitamin C;BDD;Olahan;Makanan;TKPI 2019
;⇲;;⇲;⇲;⇲;⇲;⇲;⇲;⇲;(Ca)  ⇲;(P)  ⇲;(Fe)  ⇲;(Na)  ⇲;(Ka)  ⇲;(Cu)  ⇲;(Zn)  ⇲;(vit. A)  ⇲;⇲;total  ⇲;(vit. B1)  ⇲;(vit. B2)  ⇲;⇲;⇲;⇲;⇲;⇲;⇲
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;
655;EP008;Rica-rica taipa;86,7;49;1,6;0,3;10;-;1,4;11;48;3;426;42;0,5;0,5;-;-;296;0,14;-;-;-;100;Olahan;Buah;KZGMI-2001
656;DR139;Rimbang, segar;80,8;75;1,6;0,6;15,8;10;1,2;55;97;0,6;20;234;0,4;0,4;-;51;-;0,4;0,1;1,3;38;95;Tunggal;Sayur;KZGMI-2001
657;AP103;Roti boong;34;341;5,5;16,2;43,3;-;1;15;65;1,1;161;41;-;0,9;-;-;-;0,4;0,3;2,4;-;100;Olahan;Serealia;KZGMI-2001
658;EP009;Rujak aceh;78,7;82;0,4;0,3;19,7;2,4;0,9;-;-;-;-;-;-;-;-;-;272;0,1;-;-;-;100;Olahan;Buah;KZGMI-2001
659;DR140;Rumput laut;87;41;1,4;0,3;8,1;2,2;3,2;80;20;1,6;250;380;0,2;0,4;-;1.958;-;0,2;-;0,1;7;100;Tunggal;Sayur;KZGMI-2001
660;FP010;Rusa, daging, dendeng, mentah;18,3;536;40,5;41,5;-;-;2,5;90;420;13,4;130;690;0,3;10,7;285;-;-;-;-;0,2;-;100;Olahan;Daging;KZGMI-2001
661;FP063;RW, anjing, masakan;60,8;198;24,6;10,7;0,9;-;3;1.071;876;4;1.604;226;0,1;2,8;256;-;-;0,35;0,2;-;-;100;Olahan;Daging;KZGMI-2001
662;GP087;Saboko gurita, masakan;76,2;87;15,7;1,5;2,6;-;4,1;60;14;2,1;200;180;0,9;4;38;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
663;GP088;Saboko saltan, masakan;76;113;17,1;3,6;3;-;0,3;240;60;0,5;40;350;0,2;0,6;27;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001
664;GP089;Saboko sardin, masakan;70;110;12,9;4,3;4,9;-;7,9;220;520;6;200;280;0,2;3,9;37;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
665;BR019;Sagu aren, segar;42,5;231;0,6;0,2;56,6;3,2;0,1;20;20;0,1;7;-;0,1;0,1;-;-;-;0,2;-;-;-;100;Tunggal;Umbi;KZGMI-2001
666;BP057;Sagu forno;31,5;291;0,5;4;63,4;-;0,6;10;20;0,8;40;50;0,1;0,2;-;-;-;-;-;-;-;100;Olahan;Umbi;KZGMI-2001
667;BR020;Sagu kasbi segar;42,5;230;0,6;0,2;56,5;3;0,2;20;1;0,3;100;410;0,1;0,2;-;-;-;0,1;-;-;-;100;Tunggal;Umbi;KZGMI-2001
668;BR021;Sagu lempeng;13,5;347;0,9;0,3;85,2;4,7;0,1;30;30;0,2;11;-;0,1;0,1;-;-;-;0,3;-;-;-;100;Tunggal;Umbi;KZGMI-2001
669;BP059;Sagu manis;32,6;287;0,5;3,9;62,4;-;0,6;8;17;0,7;34;42;0,1;0,2;-;-;-;-;-;-;-;100;Olahan;Umbi;KZGMI-2001
670;BP061;Sagu sinole;22;354;0,8;8,3;68,9;-;0,1;10;30;0,8;30;11;0,2;0,3;-;-;-;-;-;-;-;100;Olahan;Umbi;KZGMI-2001
671;ER099;Salak medan, segar;78,1;55;0,4;0,2;12,8;3,2;8,5;6;46;0,5;39;113;0,2;0,3;-;4;-;0,04;0,03;-;58;93;Tunggal;Buah;KZGMI-2001
672;EP010;Sale kesemek;25;296;1,1;0,6;71,4;-;1,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGMI-2001
673;EP013;Sanggara belanda;47,1;242;6,4;7,1;38,2;-;1,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Buah;KZGMI-2001
674;FR027;Sapi, daleman, segar;70,1;183;12;14,4;1,4;-;2,1;43;319;1,8;277;160;0,1;0,8;-;104;-;0,31;0,22;8,5;-;100;Tunggal;Daging;KZGMI-2001
675;FR030;Sapi, keleponan, segar;83,8;84;10,5;4,6;0,2;-;0,9;20;13;2,1;73;318;0,2;1,7;857;34;-;0,1;0,14;0,3;-;100;Tunggal;Daging;KZGMI-2001
676;FP018;Sapi, paru, dendeng, mentah;9,7;360;57,3;6;19,2;-;7,8;126;903;21,1;1.483;864;1,2;6,1;2.827;-;-;-;-;-;-;100;Olahan;Daging;KZGMI-2001
677;AP105;Sarimuka;61,5;166;2,3;2,8;32,9;-;0,5;36;13;2;3;34;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
678;FP065;Sate pusut, masakan;52,1;274;12,9;18,6;13,6;-;2,8;63;190;2,7;609;-;-;-;133;-;-;0,06;-;-;-;100;Olahan;Daging;KZGMI-2001
679;DR143;Sawi taiwan, segar;91,8;30;1,9;0,5;4,4;2,7;1,4;100;58;1,6;27;217;0,1;0,7;-;1.340;-;0,2;0,1;0,6;33;85;Tunggal;Sayur;KZGMI-2001
680;DR144;Sawi tanah, segar;94,9;19;1,3;0,2;2,9;2,2;1;92;45;1,2;17;145;0,1;0,4;-;815;-;0,2;0,1;0,1;36;85;Tunggal;Sayur;KZGMI-2001
681;DP048;Sayur bunga pepaya;83,4;49;1,7;0,3;9,8;2,7;2,1;220;220;1,3;90;350;0,1;0,1;-;372;-;-;0,1;-;-;100;Olahan;Sayur;KZGMI-2001
682;DP049;Sayur garu;70,8;178;2,6;13,9;10,6;8,4;2,1;30;130;0,9;20;120;0,1;0,3;-;-;-;0,2;0,1;-;9;100;Olahan;Sayur;KZGMI-2001
683;DP050;Sayur kohu-kohu;72,8;133;7,3;6,6;11,2;1,2;2,1;40;120;0,2;20;50;0,1;0,3;-;944;-;0,2;0,2;-;9;100;Olahan;Sayur;KZGMI-2001
684;CP058;Sayur lebui;83,9;64;2,1;0,6;12,5;5,7;0,9;21;2;1;124;146;0,2;0,7;-;14;-;-;-;0,1;-;100;Olahan;Kacang;KZGMI-2001
685;DP051;Sayur lilin-terubuk;90,4;36;2,7;0,7;4,8;1,4;1,4;10;90;0,1;30;44;0,2;1;-;-;-;0,3;0,2;-;18;100;Olahan;Sayur;KZGMI-2001
686;DP052;Sayur ndusuk;87,5;49;3,1;2,5;3,6;-;3,1;11;6;0,5;1.011;88;-;0,2;-;-;-;0,2;0,1;-;15;100;Olahan;Sayur;KZGMI-2001
687;DP054;Sayur umbut kelapa;85,5;67;5,2;2,9;5,1;1,4;1,3;48;81;3,2;313;108;0,2;1,1;-;21;-;0,2;-;-;5;100;Olahan;Sayur;KZGMI-2001
688;DP055;Sayur umbut rotan;87,6;57;5,4;2,6;3,1;1,6;1,3;184;135;1,2;256;81;0,2;0,9;-;18;-;0,2;-;-;6;100;Olahan;Sayur;KZGMI-2001
689;GP091;Sepi, masakan;66,1;88;7,9;1,6;10,6;-;13,8;924;350;2,3;873;258;1;1,1;783;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
690;FP067;Sie reuboh, masakan;32,4;474;11,2;42,5;11,7;-;2,2;26;62;1,3;677;176;2,4;3,2;141;9;-;0,46;0,26;-;-;100;Olahan;Daging;KZGMI-2001
691;MP015;Sirup pirous;43,3;228;0,2;0,4;55,9;-;0,2;470;93;29,5;3;4,2;-;-;-;-;-;-;-;-;8;-;Olahan;Gula;KZGMI-2001
692;FP072;Sop konro, masakan;85;71;7,4;2,6;4,5;-;0,5;17;60;4,6;184;25;0,3;1,3;-;-;-;0,12;0,02;10,9;-;100;Olahan;Daging;KZGMI-2001
693;FP073;Sop saudara, masakan;82,4;89;7,2;5;3,9;-;1,5;10;174;9;274;50;0,2;1,1;-;-;-;0,09;0,12;2;-;100;Olahan;Daging;KZGMI-2001
694;FP075;Soto banjar, masakan;83,7;110;2,9;9,5;3,2;-;0,7;28;28;0,3;36;6;-;0,2;12;-;770;0,05;-;-;-;100;Olahan;Daging;KZGMI-2001
695;ER107;Sowa, segar;87,7;48;1,6;0,6;9,1;45;10;50;40;0,3;9;-;0,1;1,5;-;364;-;0,15;0,23;0,2;4;-;Tunggal;Buah;KZGMI-2001
696;AP107;Srikaya ketan;41;265;2,7;6,4;49,1;-;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
697;AP108;Sunduk lawang;63,4;181;1,9;1,3;32,4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
698;BR027;Talas viqueque, segar;70,6;115;1,8;0,5;25,9;8,6;1,2;50;220;0,9;1;70;0,3;1;-;-;-;0,08;0,1;0,9;-;85;Tunggal;Umbi;KZGMI-2001
699;AP003;Tapai beras;75,5;99;1,7;0,3;22,4;-;0,1;4;19;-;26;2;0,1;0,5;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
700;FP086;Tedong pallu basa, masakan;81,7;83;10,4;3,4;2,8;-;1,7;10;139;2,6;397;34;0,6;1,3;-;-;-;0,09;0,53;9;-;100;Olahan;Daging;KZGMI-2001
701;GP092;Tekwan;86,7;53;1,9;0,9;9,4;-;1,1;9;41;1;174;42;-;-;99;-;-;0,1;0,02;0,4;-;-;Olahan;Ikan dsb;KZGMI-2001
702;HR001;Telur ayam kampung, segar;73,1;174;10,8;14;1,2;-;0,9;68;268;4,9;190;141;0,6;1,5;203;23;125;0,78;0,62;0,2;-;87;Tunggal;Telur;KZGMI-2001
703;HR005;Telur bebek alabio, segar;70;187;11,8;14,2;3;-;1;60;268;6;115;80;0,6;1,7;180;437;-;1,55;0,37;0,1;-;90;Tunggal;Telur;KZGMI-2001
704;HR008;Telur bebek tambak, segar;67,7;187;10,9;12,4;7,9;-;1,1;64;295;5,4;209;146;0,4;1,8;378;471;375;1,62;0,03;0,1;-;90;Tunggal;Telur;KZGMI-2001
705;HR009;Telur burung maleo, segar;36;436;26,5;36,3;0,4;-;0,8;154;120;4,3;77;333;0,4;2,9;3.987;-;-;-;1;0,2;-;-;Tunggal;Telur;KZGMI-2001
706;HR010;Telur penyu, segar;7,4;136;8,6;10,1;2,7;-;1,2;66;282;3,4;478;115;0,5;1,4;82;17;-;0,21;0,02;-;-;90;Tunggal;Telur;KZGMI-2001
707;NP010;Tempoya;70,1;110;1,7;1,3;21,9;2,6;5;190;45;2,9;597;486,3;-;-;-;71;-;0,3;0,04;1,1;-;100;Olahan;Bumbu;KZGMI-2001
708;NP012;Terasi dobo;58,4;191;33,1;3,6;6,6;1,6;11,5;2.250;1.130;22,9;650;1.260,00;2,9;5;-;-;-;3,74;0,22;2,1;-;100;Olahan;Bumbu;KZGMI-2001
709;DR155;Terong asam, segar;90,5;37;2;0,4;6,3;3,2;0,8;13;59;1,5;3;155;0,3;0,3;-;97;-;0,2;0,1;0,8;4;-;Tunggal;Sayur;KZGMI-2001
710;DR158;Terong hintalo, segar;89,2;45;1,9;0,8;7,5;5,1;0,6;19;268;1;167;142;0,6;0,2;-;552;-;0,2;0,4;-;4;-;Tunggal;Sayur;KZGMI-2001
711;FP087;Tikus rica, masakan;54,9;257;18,8;18,5;3,8;-;4;232;293;6,5;1.724;308;0,5;2,3;674;-;-;0,28;0,38;-;-;100;Olahan;Daging;KZGMI-2001
712;DP058;Tinira ninahu nggaluku;91,8;33;1,2;1,3;4,1;3,1;1,5;35;35;-;161;119;0,2;0,7;-;6;-;0,3;-;3,5;10;100;Olahan;Sayur;KZGMI-2001
713;FP088;Tinoransa, masakan;31,6;516;17,7;49,5;-;-;1,2;698;648;3,5;1.307;320;0,1;1,8;710;-;-;0,29;0,17;-;-;100;Olahan;Daging;KZGMI-2001
714;GP094;Tumis bandeng;70,5;189;11,3;15,7;0,6;-;1,9;56;129;0,4;314;280;0,1;0,7;579;-;-;0,46;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001
715;BR031;Ubi jalar putih, segar;77,8;88;0,4;0,4;20,6;4;0,8;30;10;0,5;2;4;0,1;0,2;-;13;264;0,25;0,06;0,5;36;86;Tunggal;Umbi;KZGMI-2001
716;BR032;Ubi jalar tinta/ kemayung;72,5;108;0,5;0,4;25,6;4,2;1;30;40;0,5;1;1;0,1;0,2;-;13;-;0,09;0,06;0,6;24;85;Tunggal;Umbi;KZGMI-2001
717;BR028;Ubi jalar, kuning, segar;72,6;119;0,5;0,4;25,1;4,2;1;30;40;0,4;3;1;0,1;0,2;-;794;4.948;0,06;0,07;0,7;-;85;Tunggal;Umbi;KZGMI-2001
718;GR083;Udang galah, segar;79;81;16,5;0,3;3;-;1,2;87;167;0,7;95;132;0,7;1,2;-;3;-;0,24;0,03;2,9;-;68;Tunggal;Ikan dsb;KZGMI-2001
719;GP051;Udang kering, mentah;14,9;278;62,6;4,1;2,2;-;16,2;760;510;5,2;540;360;2,4;3,2;39;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001
720;GP052;Udang papay, mentah;24,5;273;47,8;3,8;12,5;-;11,5;1.109;789;2,4;651;802;2,6;10,8;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
721;GR082;Udang, besar, segar;85,5;56;11,4;0,6;1,2;-;1,3;30;20;0,3;190;210;0,4;0,8;-;0,1;-;0,14;-;0,1;-;68;Tunggal;Ikan dsb;KZGMI-2001
722;FR034;Ulat sagu segar;65,9;241;5,8;21,6;5,8;2,8;0,9;20;70;0,5;210;210;1;7,7;-;-;-;0,17;1,45;0,1;-;100;Tunggal;Daging;KZGMI-2001
723;FP020;Ulat sagu, panggang;41,3;380;11,9;30,3;14,9;4,8;1,6;30;120;1,5;260;550;3,1;14,2;-;-;-;0,5;2,5;0,1;-;100;Olahan;Daging;KZGMI-2001
724;BP076;Uli batatas;66,5;150;1,1;4;27,4;-;1;-;23;0,1;6;112;0,1;0,2;-;-;-;0,53;-;1,3;-;100;Olahan;Umbi;KZGMI-2001
725;DR164;Umbut kelapa, segar;89,3;39;2;0,2;7,2;2,5;1,3;57;49;-;4;447;0,2;1,4;-;16;-;0,1;0,1;-;8;-;Tunggal;Sayur;KZGMI-2001
726;DR165;Umbut rotan;90,5;34;2,4;0,3;5,5;2,2;1,3;89;79;1,3;8;552;0,2;1,9;-;14;-;0,2;-;-;9;-;Tunggal;Sayur;KZGMI-2001
727;ER111;Vigus, segar;88;44;2,4;0,1;8,3;-;1,2;30;20;0,3;2;180;0,1;0,2;-;-;-;0,26;0,01;-;43;-;Tunggal;Buah;KZGMI-2001
728;DP060;Waluh balamak;89,4;45;0,8;0,9;8,1;7,9;1;25;25;0,5;61;15;-;0,2;-;1.241;-;0,2;-;0,1;2;100;Olahan;Sayur;KZGMI-2001
729;DP061;Woku ubi;73;143;3,1;7,8;15;7;1,1;195;91;2,8;353;256;0,3;1;-;1.519;-;0,1;-;-;15;100;Olahan;Sayur;KZGMI-2001
730;DP022;Asinan Bogor, sayuran;78;98;3,9;2,6;14,8;0,5;0,7;314;17;1,2;483;-;-;-;10;-;146;0,28;-;-;5;100;Olahan;Sayur;KZGMS-1993
731;FP001;Ayam, ampela, goreng;4,8;270;32,3;11,2;9,9;-;1,8;129;314;4,9;980;-;0,12;3,3;56;-;-;0,21;-;4,7;-;100;Olahan;Daging;KZGMS-1993
732;FR007;Ayam, hati, segar;53,4;261;27,4;16,1;1,6;-;1,5;118;373;15,8;1.068;22,9;0,84;0;4.957;169;28.000;0,64;4,38;4,1;-;100;Tunggal;Daging;KZGMS-1993
733;FP036;Beef burger;45,5;258;10,6;9,5;32,5;0,4;2,2;210;157;2,6;572;189,1;-;-;218;-;7.580;0,95;-;-;-;100;Olahan;Daging;KZGMS-1993
734;FP037;Beef teriyaki, masakan;65,1;151;8,6;3,1;22,3;0,3;0,9;142;62;2,3;377;-;-;-;22;-;400;0,53;-;-;-;100;Olahan;Daging;KZGMS-1993
735;FP038;Beef yakiniku, masakan;67,7;132;9,8;1,1;20,7;0,3;0,8;302;67;2;409;-;-;-;78;-;700;0,62;-;-;-;100;Olahan;Daging;KZGMS-1993
736;AP007;Bihun goreng instan;9;381;6,1;3,9;80,3;-;0,7;266;151;2,9;928;-;-;-;58;-;400;0,37;-;-;-;100;Olahan;Serealia;KZGMS-1993
737;FP040;Bulgogi, masakan;84,2;72;11,4;4,9;1,4;1,7;0,7;214;86;2,5;509;-;-;-;17;-;-;1,08;-;-;-;100;Olahan;Daging;KZGMS-1993
738;DP030;Cap cai, sayur;82,7;97;5,8;6,3;4,2;0,6;1;287;89;1,8;405;-;-;-;45;-;1.640;0,21;-;-;1;100;Olahan;Sayur;KZGMS-1993
739;FP041;Chicken teriyaki, masakan;68,2;168;13;9,6;7,5;0,8;1,7;137;106;3,1;959;-;-;-;68;-;2.200;0,65;-;-;-;100;Olahan;Daging;KZGMS-1993
740;FP042;Chikiniku, masakan;65,4;143;9,8;1,4;22,8;0,4;0,6;301;63;2;531;-;-;-;27;-;1.280;0,73;-;-;-;100;Olahan;Daging;KZGMS-1993
741;FP045;Djibokum, masakan;43,4;248;10;2,3;40,9;0,1;3,4;116;110;2,8;401;-;-;-;52;-;1.920;0,75;-;-;-;100;Olahan;Daging;KZGMS-1993
742;FP046;Empal (daging) Goreng, masakan;43,9;248;36,2;6,9;10,1;-;2;131;235;6,4;848;-;-;-;112;-;620;0,55;-;-;-;100;Olahan;Daging;KZGMS-1993
743;GP061;Fillet o-fish;51;270;12,3;15,9;19,3;0,2;1,5;239;272;1,8;439;-;-;-;34;-;580;0,59;-;-;-;-;Olahan;Ikan dsb;KZGMS-1993
744;GP065;Gulai ikan, masakan;75,7;106;16,5;3,3;2,5;-;2;306;196;4,8;743;-;-;-;86;-;2.760;0,32;-;-;-;-;Olahan;Ikan dsb;KZGMS-1993
745;GP070;Jambal goreng;13,4;286;48,5;9,2;2,3;-;26,6;207;457;3,3;-;-;-;-;109;-;160;0,4;-;3,1;-;-;Olahan;Ikan dsb;KZGMS-1993
746;FP049;Kalio ayam, masakan;64,7;203;16;13,5;4,4;-;1,4;278;177;4,2;534;-;-;-;105;-;3.780;0,35;-;-;-;100;Olahan;Daging;KZGMS-1993
747;FP050;Kalio jeroan, masakan;68,9;163;16,5;9;4,1;-;1,5;102;268;7,1;570;-;-;-;298;-;1.960;0,7;-;-;-;100;Olahan;Daging;KZGMS-1993
748;FP051;Kalio kikil (tunjang), masakan;75,3;122;13,8;5,7;3,9;-;1,3;154;59;3,4;519;-;-;-;36;-;1.440;0,38;-;-;-;100;Olahan;Daging;KZGMS-1993
749;FP052;Kalio otak, masakan;70,3;157;8,1;8,8;11,4;-;1,4;212;69;3,3;604;-;-;-;32;-;1.040;0,45;-;-;-;100;Olahan;Daging;KZGMS-1993
750;HP007;Kalio telur, masakan;79;193;10,6;12,4;9,7;-;1,4;148;246;3,8;540;-;-;-;160;-;3.600;0,44;-;-;-;100;Olahan;Telur;KZGMS-1993
751;AP072;Kue lumpur;40,1;291;3,6;11,1;44,1;-;1,1;96;60;2,3;-;-;-;-;20;-;400;0,24;-;-;-;100;Olahan;Serealia;KZGMS-1993
752;AP075;Kue sus;56,6;221;7,5;10,2;24,8;-;0,9;105;85;2,5;-;-;-;-;26;-;1.300;0,12;-;-;-;100;Olahan;Serealia;KZGMS-1993
753;AP085;Mie ayam;78,6;102;6,2;3,9;10,5;-;0,8;262;51;1,8;279;-;-;-;39;-;166;0,85;-;-;-;100;Olahan;Serealia;KZGMS-1993
754;AP086;Mie bakso;74,5;114;5,3;3;16,4;0,1;0,8;286;53;1,9;760;-;-;-;17;-;180;0,16;-;-;-;100;Olahan;Serealia;KZGMS-1993
755;AP088;Mie pangsit basah;79,2;105;5,9;4,9;9,4;-;0,7;208;48;2;530;-;-;-;25;-;620;0,46;-;-;-;100;Olahan;Serealia;KZGMS-1993
756;CP050;Moon tahu;79,9;128;8;10;1,3;0,2;0,8;205;92;2,5;393;-;-;-;131;-;5.300;0,46;-;-;-;100;Olahan;Kacang;KZGMS-1993
757;AP092;Nasi rames;65,8;155;10,3;4,2;19,1;-;0,6;239;62;1,8;265;-;-;-;96;-;3.140;0,59;-;-;-;100;Olahan;Serealia;KZGMS-1993
758;AP096;Pastel;38,3;307;4,5;13,3;42,4;-;1,5;296;53;2,5;-;-;-;-;-;-;5.360;0,15;-;-;-;100;Olahan;Serealia;KZGMS-1993
759;FP019;Sapi, paru, goreng;45,5;268;23,9;12,7;14,5;-;3,1;102;315;8,8;923;299;-;1,5;790;-;-;-;-;-;-;100;Olahan;Daging;KZGMS-1993
760;DP057;Semur jengkol;52,7;212;6;10;29,1;-;2,2;77;99;1;-;-;-;-;-;-;81;0,14;-;-;4;100;Olahan;Sayur;KZGMS-1993
761;DP056;Shabu-shabu;87,1;88;3,2;8;0,8;0,9;0,9;217;48;2,9;514;-;-;-;82;-;2.000;0,2;-;-;-;100;Olahan;Sayur;KZGMS-1993
762;FP068;Sop buntut, masakan;86,1;71;7,5;3,6;2,2;-;0,6;286;38;3,2;490;-;-;-;119;-;2.900;0,14;-;-;-;100;Olahan;Daging;KZGMS-1993
763;FP069;Sop daging sapi, masakan;87,5;49;5,8;0,5;5,3;-;0,9;158;48;2,2;391;-;-;-;101;-;3.320;0,37;-;-;-;100;Olahan;Daging;KZGMS-1993
764;FP070;Sop kaki sapi, masakan;84,5;68;9;1,9;3,7;-;0,9;302;15;2,2;435;-;-;-;48;-;150;0,46;-;-;-;100;Olahan;Daging;KZGMS-1993
765;FP071;Sop kambing, masakan;91,6;34;5,5;0,8;1,1;-;1;145;37;1,6;348;-;-;-;48;-;80;0,57;-;-;-;100;Olahan;Daging;KZGMS-1993
766;FP077;Soto jeroan, masakan;81,4;92;11,8;4,3;1,4;-;1,1;218;48;1,9;363;-;-;-;85;-;440;0,36;-;-;-;100;Olahan;Daging;KZGMS-1993
767;AP106;Spaghetti;66,1;139;7,4;2,1;22,6;-;2,1;109;53;4,7;-;-;-;-;42;-;940;0,35;-;-;-;100;Olahan;Serealia;KZGMS-1993
768;FP085;Sukiyaki, masakan;81;75;5,6;0,4;12,2;0,2;0,8;109;59;0,5;426;-;-;-;41;-;1.200;0,37;-;-;-;100;Olahan;Daging;KZGMS-1993
769;CP063;Tahu telur;41,8;328;12,6;19,9;24,6;0,4;1,1;492;238;4,9;755;-;-;-;73;-;1.860;0,42;-;-;-;100;Olahan;Kacang;KZGMS-1993
770;CP015;Ampas kacang hijau;70,6;96;3,7;0,6;19,1;2,7;0,6;133;150;1,3;-;-;-;-;-;-;-;0,05;-;-;-;100;Olahan;Kacang;KZGPI-1990
771;CP017;Ampas tahu kukus;82,5;75;4,1;2,1;10,7;5,1;0,6;203;60;1,3;-;-;-;-;-;-;-;0,07;-;-;-;100;Olahan;Kacang;KZGPI-1990
772;CP016;Ampas tahu, mentah;84,1;67;5;2,1;8,1;4,1;0,6;460;88;1;8;184,5;0,17;0,5;-;-;-;0,06;0,02;0,1;-;100;Olahan;Kacang;KZGPI-1990
773;ER002;Anggur hutan, segar;92,3;30;0,5;0,2;6,8;1,2;0,2;39;12;1,1;-;-;-;-;-;-;1;0,01;-;-;3;100;Tunggal;Buah;KZGPI-1990
774;ER003;Apel malang, segar;85,9;57;0,5;0,4;12,8;0,8;0,3;9;18;0,6;4;175,4;110,16;-;-;26;2.240;0,05;0,03;0,1;5;88;Tunggal;Buah;KZGPI-1990
775;BR001;Arrowroot, segar;73,5;102;1;0,2;24,1;1,7;1,2;28;35;1,7;36;626,6;0,2;0,8;-;15;-;0,06;0,1;2,3;2;100;Tunggal;Umbi;KZGPI-1990
776;NR001;Asam arang coklat, segar;66,1;130;0,5;1,1;30,9;1,5;1,4;79;113;4,3;13;-;-;-;-;745;-;0,01;0,2;-;-;-;Tunggal;Bumbu;KZGPI-1990
777;NR002;Asam arang merah, segar;75,9;99;0,8;1,6;20,3;2,8;1,4;69;300;4,6;2;95,7;-;0,1;-;529;-;0,01;0,34;1,6;-;-;Tunggal;Bumbu;KZGPI-1990
778;NR003;Asam kandis, kering;32,2;261;0,9;1,6;63,3;5;2;192;657;4,4;26;341,4;0,4;0,3;-;0,2;-;-;-;0,4;-;100;Tunggal;Bumbu;KZGPI-1990
779;NR004;Asam kandis, segar;81,5;75;0,2;1,1;16,1;3,4;1,1;63;139;2,5;7;93,2;0,1;0,1;-;41;-;0,01;-;0,1;-;-;Tunggal;Bumbu;KZGPI-1990
780;NR006;Asam payak, segar;65,1;135;0,8;0,4;32,1;10;1,6;60;39;5,7;0,2;-;-;-;-;-;-;-;-;-;-;-;Tunggal;Bumbu;KZGPI-1990
781;FP021;Ayam goreng church texas, dada;42,2;338;35,2;20,6;0,4;-;1,5;79;221;5,6;800;369,5;0,16;1,1;16;-;80;0,52;0,16;12,1;-;100;Olahan;Daging;KZGPI-1990
782;FP023;Ayam goreng church texas, sayap;47,2;295;34;16;1,5;-;1,3;81;179;3;771;237,2;0,16;1,2;13;-;50;0,44;0,13;6,2;-;100;Olahan;Daging;KZGPI-1990
783;FP022;Ayam goreng church,texas paha;50,3;287;31;15,7;1,7;-;1,3;99;176;4,1;723;257;0,17;1,5;22;-;30;0,66;0,2;5,3;-;100;Olahan;Daging;KZGPI-1990
784;FP024;Ayam goreng kalasan, paha;46,2;275;37,4;12,2;1,3;-;2,9;116;237;5,8;176;321,9;0,16;1,5;10;-;50;0,1;-;-;-;100;Olahan;Daging;KZGPI-1990
785;FP025;Ayam goreng kentucky, dada;46,5;298;34,2;16,8;0,1;-;2,5;90;284;5,5;741;342;0,07;1;36;-;50;0,19;-;-;-;100;Olahan;Daging;KZGPI-1990
786;FP026;Ayam goreng Kentucky, paha;48,7;286;32,1;16,1;1,1;-;2;89;248;6,9;746;265,2;0,09;2,3;31;-;20;0,5;0,21;5,5;-;100;Olahan;Daging;KZGPI-1990
787;FP027;Ayam goreng Kentucky,sayap;44,7;297;35,9;15,2;1,6;-;2,6;103;227;4,4;807;248,4;0,06;1,4;22;-;70;0,73;0,14;6,5;-;100;Olahan;Daging;KZGPI-1990
788;FP028;Ayam goreng mbok berek dada;43,4;295;39,2;13,6;1;-;2,8;114;278;5,4;-;-;-;-;8;-;50;0,19;-;-;-;100;Olahan;Daging;KZGPI-1990
789;BP017;Bagea kw 1;7,2;416;6,5;9,4;76,3;0,4;0,6;49;77;4,9;-;-;-;-;13;-;312;0,08;-;2,6;-;100;Olahan;Umbi;KZGPI-1990
790;BP018;Bagea kw 2;7,9;382;0,3;3,5;87,2;0,9;1,1;172;120;7,6;-;-;-;-;-;-;-;0,02;-;-;-;100;Olahan;Umbi;KZGPI-1990
791;AP030;Bakpia, kue;38,9;272;8,7;6,7;44,1;0,9;1,6;194;117;4,5;-;-;-;-;-;-;1.392;0,31;1;2,9;-;100;Olahan;Serealia;KZGPI-1990
792;AP031;Bakwan;40,5;280;8,2;10,2;39;3,4;2,1;204;79;7;-;-;-;-;-;-;-;0,08;-;-;-;100;Olahan;Serealia;KZGPI-1990
